	19	27	36	43	51	59	60	61
c85650_g1	19112.00	10038.00	10379.00	10045.00	4997.00	4730.00	5527.00	5872.00
c135482_g1	75.00	57.00	60.00	76.00	112.00	83.00	56.00	101.00
c184758_g1	0.00	1.00	1.00	0.00	2.00	1.00	0.00	0.00
c184042_g1	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
c149016_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
c85474_g3	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
c179352_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
c177045_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
c163727_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
c141562_g1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
c104558_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
c83982_g2	5.00	3.00	5.00	2.00	18.00	0.00	13.00	12.00
c114499_g1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
c127409_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
c6774_g1	0.00	2.00	2.00	0.00	2.00	1.00	1.00	4.00
c205681_g1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
c68194_g1	0.00	0.00	0.00	2.00	1.00	2.00	2.00	0.00
c213862_g1	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
c91135_g1	973.00	1106.00	1143.00	1532.00	1914.00	3162.00	3233.00	4403.00
c198553_g1	2.00	0.00	3.00	1.00	4.00	4.00	1.00	1.00
c157914_g1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
c172294_g1	0.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00
c89593_g2	1.00	2.00	3.00	0.00	1.00	0.00	0.00	0.00
c41960_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
c192443_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
c93226_g3	365.00	294.00	272.00	247.00	130.00	81.00	100.00	132.00
c7652_g1	0.00	0.00	0.00	0.00	1.00	1.00	1.00	2.00
c90476_g1	21.00	11.00	62.00	95.00	73.00	70.00	49.00	60.00
c86862_g4	0.00	2.00	5.00	1.00	2.00	4.00	4.00	3.00
c51209_g1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00
c141297_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
c199745_g1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
c171868_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
c125347_g1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
c184422_g1	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00
c71714_g1	4.00	6.00	9.00	9.00	4.00	0.00	0.00	2.00
c44928_g2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
c3878_g1	1.00	0.00	0.00	0.00	1.00	1.00	0.00	2.00
c102534_g1	0.00	1.00	0.00	2.00	2.00	0.00	3.00	4.00
c86736_g2	21.00	14.00	27.00	48.00	53.00	47.00	38.00	41.00
c19122_g1	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00
c95072_g1	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
c86018_g5	4.00	2.00	0.00	2.00	1.00	3.00	0.00	2.00
c49837_g1	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
c164955_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
c86958_g5	195.00	206.00	1172.00	4824.00	1997.00	1661.00	1616.00	2184.00
c193443_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
c135139_g1	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
c23847_g1	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
c133754_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
c171490_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
c164328_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
c70422_g2	0.00	2.00	19.00	10.00	15.00	7.00	6.00	11.00
c136889_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
c80897_g1	23.00	41.00	25.00	36.00	36.00	24.00	18.00	23.00
c75247_g1	3.00	4.00	4.00	6.00	3.00	5.00	0.00	2.00
c170014_g1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
c92801_g1	7.00	6.00	16.00	5.00	7.00	8.00	6.00	11.00
